filename,start,end,pseudo_labels
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:10,00:00:15,555146;65380
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:15,00:00:20,24279;24321;555146;65380
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:20,00:00:25,24279;65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:25,00:00:30,24321;555146;65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:30,00:00:35,24279;24321;65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:35,00:00:40,65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:40,00:00:45,65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:45,00:00:50,24279;65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:50,00:00:55,24279;65380;66971
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:55,00:01:00,24279;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:00,00:00:05,24279;24321;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:10,00:00:15,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:15,00:00:20,23158;24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:20,00:00:25,24279;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:25,00:00:30,24279;24321;555146;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:30,00:00:35,24279;24321;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:35,00:00:40,24279;24321;555146;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:40,00:00:45,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:45,00:00:50,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:50,00:00:55,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:55,00:01:00,24279;24321;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:00,00:00:05,24279;24321;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:10,00:00:15,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:15,00:00:20,23158;24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:20,00:00:25,24279;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:25,00:00:30,24279;24321;555146;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:30,00:00:35,24279;24321;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:35,00:00:40,24279;24321;555146;65380;66971
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:40,00:00:45,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:45,00:00:50,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:50,00:00:55,24279;24321;555146;65380
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:55,00:01:00,24279;24321;65380;66971
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:00,00:00:05,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:10,00:00:15,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:15,00:00:20,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:20,00:00:25,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:30,00:00:35,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:35,00:00:40,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:45,00:00:50,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:50,00:00:55,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:55,00:01:00,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:00,00:00:05,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:10,00:00:15,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:15,00:00:20,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:20,00:00:25,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:30,00:00:35,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:35,00:00:40,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:45,00:00:50,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:50,00:00:55,22973
BC2026_Train_0017_S22_20211026_233000.ogg,00:00:55,00:01:00,22973
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:00,00:00:05,24279;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:10,00:00:15,65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:15,00:00:20,24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:20,00:00:25,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:25,00:00:30,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:30,00:00:35,24279;24321;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:35,00:00:40,24279;555146;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:40,00:00:45,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:45,00:00:50,24279;24321;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:55,00:01:00,24279;24321;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:00,00:00:05,24279;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:10,00:00:15,65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:15,00:00:20,24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:20,00:00:25,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:25,00:00:30,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:30,00:00:35,24279;24321;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:35,00:00:40,24279;555146;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:40,00:00:45,24279;24321;555146;65380;66971
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:45,00:00:50,24279;24321;65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0045_S22_20220125_211500.ogg,00:00:55,00:01:00,24279;24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:00,00:00:05,24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:05,00:00:10,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:10,00:00:15,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:15,00:00:20,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:20,00:00:25,23158;24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:30,00:00:35,24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:35,00:00:40,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:55,00:01:00,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:00,00:00:05,24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:05,00:00:10,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:10,00:00:15,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:15,00:00:20,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:20,00:00:25,23158;24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:30,00:00:35,24321;65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:35,00:00:40,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0031_S22_20211214_204500.ogg,00:00:55,00:01:00,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:00,00:00:05,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:05,00:00:10,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:10,00:00:15,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:15,00:00:20,555146;65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:20,00:00:25,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:25,00:00:30,555146;65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:30,00:00:35,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:35,00:00:40,555146;65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:45,00:00:50,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:55,00:01:00,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:00,00:00:05,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:05,00:00:10,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:10,00:00:15,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:15,00:00:20,555146;65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:20,00:00:25,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:25,00:00:30,555146;65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:30,00:00:35,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:35,00:00:40,555146;65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:45,00:00:50,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0051_S22_20220208_231500.ogg,00:00:55,00:01:00,65380
BC2026_Train_0020_S22_20211104_231500.ogg,00:00:30,00:00:35,22973
BC2026_Train_0020_S22_20211104_231500.ogg,00:00:35,00:00:40,22973
BC2026_Train_0020_S22_20211104_231500.ogg,00:00:30,00:00:35,22973
BC2026_Train_0020_S22_20211104_231500.ogg,00:00:35,00:00:40,22973
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:00,00:00:05,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:05,00:00:10,24279;24321;555146;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:10,00:00:15,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:15,00:00:20,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:20,00:00:25,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:25,00:00:30,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:30,00:00:35,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:35,00:00:40,23158;24279;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:40,00:00:45,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:45,00:00:50,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:50,00:00:55,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:55,00:01:00,23158;24279;24321;555146;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:00,00:00:05,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:05,00:00:10,24279;24321;555146;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:10,00:00:15,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:15,00:00:20,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:20,00:00:25,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:25,00:00:30,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:30,00:00:35,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:35,00:00:40,23158;24279;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:40,00:00:45,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:45,00:00:50,23158;24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:50,00:00:55,24321;65380
BC2026_Train_0032_S22_20211215_221500.ogg,00:00:55,00:01:00,23158;24279;24321;555146;65380
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:00,00:00:05,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:05,00:00:10,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:10,00:00:15,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:15,00:00:20,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:20,00:00:25,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:45,00:00:50,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:50,00:00:55,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:55,00:01:00,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:00,00:00:05,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:05,00:00:10,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:10,00:00:15,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:15,00:00:20,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:20,00:00:25,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:45,00:00:50,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:50,00:00:55,22973
BC2026_Train_0063_S19_20241214_190000.ogg,00:00:55,00:01:00,22973
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:00,00:00:05,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:05,00:00:10,24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:10,00:00:15,24279;24321;555146;65380;66971
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:15,00:00:20,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:20,00:00:25,24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:25,00:00:30,23158;24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:30,00:00:35,24279;24321;555146;65380;66971
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:35,00:00:40,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:40,00:00:45,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:45,00:00:50,24321;555146;65380;66971
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:50,00:00:55,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:55,00:01:00,23158;24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:00,00:00:05,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:05,00:00:10,24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:10,00:00:15,24279;24321;555146;65380;66971
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:15,00:00:20,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:20,00:00:25,24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:25,00:00:30,23158;24279;24321;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:30,00:00:35,24279;24321;555146;65380;66971
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:35,00:00:40,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:40,00:00:45,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:45,00:00:50,24321;555146;65380;66971
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:50,00:00:55,24279;24321;555146;65380
BC2026_Train_0041_S22_20220105_223000.ogg,00:00:55,00:01:00,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:00,00:00:05,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:05,00:00:10,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:10,00:00:15,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:15,00:00:20,23158;24279;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:20,00:00:25,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:25,00:00:30,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:30,00:00:35,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:35,00:00:40,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:40,00:00:45,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:45,00:00:50,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:50,00:00:55,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:55,00:01:00,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:00,00:00:05,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:05,00:00:10,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:10,00:00:15,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:15,00:00:20,23158;24279;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:20,00:00:25,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:25,00:00:30,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:30,00:00:35,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:35,00:00:40,23158;24279;24321;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:40,00:00:45,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:45,00:00:50,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:50,00:00:55,23158;24279;24321;555146;65380
BC2026_Train_0036_S22_20211224_234500.ogg,00:00:55,00:01:00,23158;24279;24321;555146;65380
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:00,00:00:05,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:15,00:00:20,65380
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:25,00:00:30,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:35,00:00:40,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:40,00:00:45,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:45,00:00:50,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:50,00:00:55,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:55,00:01:00,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:00,00:00:05,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:15,00:00:20,65380
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:25,00:00:30,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:35,00:00:40,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:40,00:00:45,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:45,00:00:50,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:50,00:00:55,22973
BC2026_Train_0054_S22_20220214_034500.ogg,00:00:55,00:01:00,22973
BC2026_Train_0043_S22_20220112_040000.ogg,00:00:10,00:00:15,24279;65380
BC2026_Train_0043_S22_20220112_040000.ogg,00:00:15,00:00:20,22973
BC2026_Train_0043_S22_20220112_040000.ogg,00:00:10,00:00:15,24279;65380
BC2026_Train_0043_S22_20220112_040000.ogg,00:00:15,00:00:20,22973
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:00,00:00:05,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:05,00:00:10,65380;66971
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:10,00:00:15,24279;555146;65380;66971
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:15,00:00:20,24279;555146;65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:20,00:00:25,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:25,00:00:30,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:35,00:00:40,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:45,00:00:50,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:55,00:01:00,24279;555146;65380;66971
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:00,00:00:05,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:05,00:00:10,65380;66971
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:10,00:00:15,24279;555146;65380;66971
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:15,00:00:20,24279;555146;65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:20,00:00:25,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:25,00:00:30,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:35,00:00:40,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:45,00:00:50,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0050_S22_20220205_214500.ogg,00:00:55,00:01:00,24279;555146;65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:00,00:00:05,24279;24321;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:05,00:00:10,24321;65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:10,00:00:15,65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:15,00:00:20,65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:20,00:00:25,24279;65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:25,00:00:30,24279;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:30,00:00:35,65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:35,00:00:40,24279;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:40,00:00:45,24279;24321;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:45,00:00:50,65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:50,00:00:55,24279;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:55,00:01:00,24279;24321;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:00,00:00:05,24279;24321;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:05,00:00:10,24321;65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:10,00:00:15,65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:15,00:00:20,65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:20,00:00:25,24279;65380;66971
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:25,00:00:30,24279;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:30,00:00:35,65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:35,00:00:40,24279;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:40,00:00:45,24279;24321;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:45,00:00:50,65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:50,00:00:55,24279;65380
BC2026_Train_0038_S22_20211228_220000.ogg,00:00:55,00:01:00,24279;24321;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:15,00:00:20,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:20,00:00:25,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:25,00:00:30,24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:30,00:00:35,24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:35,00:00:40,23158;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:45,00:00:50,23158;24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:55,00:01:00,24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:15,00:00:20,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:20,00:00:25,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:25,00:00:30,24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:30,00:00:35,24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:35,00:00:40,23158;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:40,00:00:45,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:45,00:00:50,23158;24279;65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:50,00:00:55,65380
BC2026_Train_0037_S22_20211226_021500.ogg,00:00:55,00:01:00,24279;65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:00,00:00:05,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:05,00:00:10,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:10,00:00:15,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:15,00:00:20,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:20,00:00:25,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:25,00:00:30,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:30,00:00:35,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:35,00:00:40,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:40,00:00:45,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:45,00:00:50,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:50,00:00:55,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:55,00:01:00,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:00,00:00:05,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:05,00:00:10,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:10,00:00:15,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:15,00:00:20,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:20,00:00:25,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:25,00:00:30,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:30,00:00:35,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:35,00:00:40,65380
BC2026_Train_0055_S22_20220219_200000.ogg,00:00:40,00:00:45,65380
